,etat,marque,prix_euro,couleur,taille_ecran_pouce,capacite_stockage_Go,megapixel,systeme_exploitation,resolution_ecran,reseau,date_de_sortie,memoire,connecteur,double_sim,port_carte_SD,pliable,poids_g
1363,Très bon état,huawei,159.0,or,5.2,32.0,12,Android,1080x1920,4G,2017,4.0,micro USB + Jack 3.5mm,Non,Oui,Non,146
1364,Très bon état,sony,162.0,bleu,6.0,64.0,13,Android,1080x2520,4G,2019,3.0,USB-C + Jack 3.5mm,Non,Oui,Non,162
1365,Parfait état,sony,199.0,bleu,6.0,64.0,13,Android,1080x2520,4G,2019,3.0,USB-C + Jack 3.5mm,Non,Oui,Non,162
1366,Très bon état,huawei,192.0,noir,6.39,64.0,48,Huawei Mobile Services,720x1560,4G,2020,4.0,micro USB + Jack 3.5mm,Oui,Oui,Non,176
1367,Parfait état,oppo,199.0,bleu,6.4,128.0,48,Android,1080x2400,4G,2019,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,172
1368,Parfait état,sony,199.0,noir,6.0,64.0,13,Android,1080x2520,4G,2019,3.0,USB-C + Jack 3.5mm,Non,Oui,Non,162
1369,État correct,xiaomi,199.0,bleu subtil,6.3,64.0,48,Android,1080x2340,4G,2019,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,186
1370,Très bon état,xiaomi,220.0,bleu subtil,6.3,64.0,48,Android,1080x2340,4G,2019,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,186
1371,État correct,huawei,200.0,bleu,6.5,64.0,20,Android,1080x2340,4G,2018,4.0,micro USB + Jack 3.5mm,Oui,Oui,Non,175
1372,Très bon état,huawei,209.0,bleu,6.5,64.0,20,Android,1080x2340,4G,2018,4.0,micro USB + Jack 3.5mm,Oui,Oui,Non,175
1373,État correct,huawei,219.0,noir,6.26,128.0,48,Android,1080x2340,4G,2019,6.0,USB-C,Oui,Non,Non,174
1374,Parfait état,samsung,248.79,corail,6.4,128.0,25,Android,1080x2340,4G,2019,4.0,USB-C + Jack 3.5mm,Non,Oui,Non,166
1375,État correct,samsung,277.0,rouge,5.8,128.0,16,Android,1080x2280,4G,2019,6.0,USB-C + Jack 3.5mm,Oui,Oui,Non,150
1376,Très bon état,samsung,335.0,rouge,5.8,128.0,16,Android,1080x2280,4G,2019,6.0,USB-C + Jack 3.5mm,Oui,Oui,Non,150
1377,Parfait état,samsung,324.0,rouge,5.8,128.0,16,Android,1080x2280,4G,2019,6.0,USB-C + Jack 3.5mm,Oui,Oui,Non,150
1378,Parfait état,oppo,280.0,noir,6.43,128.0,48,Android,1080x2400,5G,2021,8.0,USB-C + Jack 3.5mm,Oui,Non,Non,172
1379,État correct,oneplus,249.0,noir,6.41,128.0,20,Android,1080x2340,4G,2018,8.0,USB-C,Non,Non,Non,185
1380,Très bon état,oneplus,292.0,noir,6.41,128.0,20,Android,1080x2340,4G,2018,8.0,USB-C,Non,Non,Non,185
1381,Parfait état,oneplus,329.0,noir,6.41,128.0,20,Android,1080x2340,4G,2018,8.0,USB-C,Non,Non,Non,185
1382,Très bon état,samsung,324.0,noir,6.2,128.0,12,Android,1440x2960,4G,2018,6.0,micro USB + Jack 3.5mm,Oui,Oui,Non,189
1383,Parfait état,samsung,320.0,noir,6.2,128.0,12,Android,1440x2960,4G,2018,6.0,micro USB + Jack 3.5mm,Oui,Oui,Non,189
1384,Très bon état,sony,383.0,bleu,6.1,128.0,12,Android,1080x2520,4G,2019,6.0,USB-C,Oui,Oui,Non,164
1385,État correct,samsung,519.0,bleu,6.7,128.0,64,Android,1440x3200,5G,2020,12.0,USB-C,Oui,Oui,Non,188
1386,Très bon état,samsung,543.0,bleu,6.7,128.0,64,Android,1440x3200,5G,2020,12.0,USB-C,Oui,Oui,Non,188
1387,Parfait état,samsung,546.0,bleu,6.7,128.0,64,Android,1440x3200,5G,2020,12.0,USB-C,Oui,Oui,Non,188
1388,Très bon état,huawei,533.0,noir,6.58,256.0,50,Huawei Mobile Services,1200x2640,5G,2020,8.0,USB-C,Non,Oui,Non,209
1389,État correct,samsung,959.0,vert,6.7,128.0,12,Android,1080x2640,5G,2021,8.0,USB-C,Oui,Non,Oui,183
1390,Très bon état,samsung,942.0,vert,6.7,128.0,12,Android,1080x2640,5G,2021,8.0,USB-C,Oui,Non,Oui,183
1391,Parfait état,samsung,969.0,vert,6.7,128.0,12,Android,1080x2640,5G,2021,8.0,USB-C,Oui,Non,Oui,183
1392,État correct,huawei,120.0,bleu,5.84,32.0,16,Android,1080x2280,4G,2018,4.0,USB-C + Jack 3.5mm,Non,Oui,Non,145
1393,Très bon état,huawei,125.0,bleu,5.84,32.0,16,Android,1080x2280,4G,2018,4.0,USB-C + Jack 3.5mm,Non,Oui,Non,145
1394,Parfait état,huawei,146.0,bleu,5.84,32.0,16,Android,1080x2280,4G,2018,4.0,USB-C + Jack 3.5mm,Non,Oui,Non,145
1395,État correct,huawei,121.0,noir,5.1,32.0,20,Android,1080x1920,4G,2017,4.0,USB-C + Jack 3.5mm,Non,Oui,Non,145
1396,Très bon état,huawei,145.0,blanc,5.0,16.0,13,Android,1080x1920,4G,2017,3.0,micro USB + Jack 3.5mm,Non,Oui,Non,147
1397,Parfait état,huawei,125.99,blanc,5.0,16.0,13,Android,1080x1920,4G,2017,3.0,micro USB + Jack 3.5mm,Non,Oui,Non,147
1398,État correct,motorola,149.0,bleu,6.1,32.0,13,Android,720x1560,4G,2020,2.0,micro USB + Jack 3.5mm,Oui,Oui,Non,160
1399,Parfait état,samsung,185.0,bleu,5.1,32.0,16,Android,1440x2560,4G,2015,3.0,micro USB + Jack 3.5mm,Non,Non,Non,138
1400,État correct,samsung,219.0,corail,6.4,128.0,25,Android,1080x2340,4G,2018,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,166
1401,État correct,samsung,279.0,violet,6.4,128.0,12,Android,1440x2960,4G,2018,6.0,USB-C + Jack 3.5mm,Oui,Oui,Non,201
1402,Parfait état,samsung,335.0,violet,6.4,128.0,12,Android,1440x2960,4G,2018,6.0,USB-C + Jack 3.5mm,Oui,Oui,Non,201
1403,État correct,samsung,314.0,argent stellaire,6.7,128.0,12,Android,1080x2400,4G,2020,6.0,USB-C + Jack 3.5mm,Oui,Oui,Non,199
1404,Très bon état,samsung,318.0,argent stellaire,6.7,128.0,12,Android,1080x2400,4G,2020,6.0,USB-C + Jack 3.5mm,Oui,Oui,Non,199
1405,Parfait état,samsung,449.0,argent stellaire,6.7,128.0,12,Android,1080x2400,4G,2020,6.0,USB-C + Jack 3.5mm,Oui,Oui,Non,199
1406,État correct,apple,328.0,argent,5.5,256.0,12,iOS,1080x1920,4G,2016,3.0,Lightning,Non,Non,Non,188
1407,État correct,crosscall,329.0,noir,5.4,32.0,48,Android,720x1440,4G,2020,3.0,USB-C + Jack 3.5mm,Oui,Oui,Non,234
1408,Très bon état,crosscall,366.99,noir,5.4,32.0,48,Android,720x1440,4G,2020,3.0,USB-C + Jack 3.5mm,Oui,Oui,Non,234
1409,Parfait état,crosscall,355.0,noir,5.4,32.0,48,Android,720x1440,4G,2020,3.0,USB-C + Jack 3.5mm,Oui,Oui,Non,234
1410,Très bon état,huawei,399.0,bleu,6.4,128.0,40,Android,1080x2340,4G,2019,6.0,USB-C,Non,Oui,Non,192
1411,Parfait état,huawei,419.0,bleu,6.4,128.0,40,Android,1080x2340,4G,2019,6.0,USB-C,Non,Oui,Non,192
1412,État correct,xiaomi,424.48,vert,6.67,128.0,108,Android,1080x2340,5G,2020,8.0,USB-C,Non,Non,Non,208
1413,Très bon état,xiaomi,474.44,vert,6.67,128.0,108,Android,1080x2340,5G,2020,8.0,USB-C,Non,Non,Non,208
1414,Parfait état,xiaomi,419.0,vert,6.67,128.0,108,Android,1080x2340,5G,2020,8.0,USB-C,Non,Non,Non,208
1415,État correct,xiaomi,421.0,vert,6.55,128.0,64,Android,1080x2400,5G,2021,8.0,USB-C,Non,Oui,Non,159
1416,Très bon état,xiaomi,399.0,vert,6.55,128.0,64,Android,1080x2400,5G,2021,8.0,USB-C,Non,Oui,Non,159
1417,Parfait état,xiaomi,345.0,vert,6.55,128.0,64,Android,1080x2400,5G,2021,8.0,USB-C,Non,Oui,Non,159
1418,Très bon état,samsung,499.0,noir prisme,6.4,128.0,8/10/12/12/16,Android,1440x3040,4G,2019,8.0,USB-C + Jack 3.5mm,Oui,Oui,Non,175
1419,Parfait état,samsung,423.0,noir prisme,6.4,128.0,8/10/12/12/16,Android,1440x3040,4G,2019,8.0,USB-C + Jack 3.5mm,Oui,Oui,Non,175
1420,Parfait état,samsung,446.0,noir prisme,6.4,512.0,16,Android,1440x3040,4G,2019,8.0,USB-C + Jack 3.5mm,Non,Non,Non,175
1421,Très bon état,samsung,451.24,blanc,6.4,512.0,16,Android,1440x3040,4G,2019,8.0,USB-C + Jack 3.5mm,Oui,Non,Non,175
1422,Parfait état,samsung,480.0,blanc,6.4,512.0,16,Android,1440x3040,4G,2019,8.0,USB-C + Jack 3.5mm,Oui,Non,Non,175
1423,Parfait état,samsung,599.0,noir,6.8,256.0,12,Android,1440x3040,4G,2019,12.0,USB-C,Non,Oui,Non,196
1424,État correct,apple,999.0,graphite,6.1,512.0,12,iOS,1170x2532,5G,2020,6.0,Lightning,Non,Non,Non,187
1425,Très bon état,apple,119.0,graphite,6.1,512.0,12,iOS,1170x2532,5G,2020,6.0,Lightning,Non,Non,Non,187
1426,État correct,samsung,79.0,blanc,4.0,8.0,5,Android,480x800,4G,2014,1.0,micro USB + Jack 3.5mm,Non,Oui,Non,131
1427,État correct,samsung,100.62,or,4.7,16.0,13,Android,720x1280,4G,2017,2.0,USB-C + Jack 3.5mm,Non,Oui,Non,138
1428,État correct,nokia,104.0,noir,5.5,32.0,16,Android,1080x1920,4G,2017,3.0,micro USB + Jack 3.5mm,Oui,Oui,Non,169
1429,Parfait état,nokia,149.0,noir,5.5,32.0,16,Android,1080x1920,4G,2017,3.0,micro USB + Jack 3.5mm,Oui,Oui,Non,169
1430,État correct,samsung,109.0,blanc,4.5,16.0,8,Android,720x1280,4G,2014,15.0,micro USB + Jack 3.5mm,Non,Oui,Non,120
1431,Très bon état,samsung,125.0,blanc,4.5,16.0,8,Android,720x1280,4G,2014,15.0,micro USB + Jack 3.5mm,Non,Oui,Non,120
1432,Parfait état,samsung,161.0,noir,6.5,32.0,13,Android,720x1600,4G,2021,3.0,micro USB + Jack 3.5mm,Oui,Oui,Non,206
1433,Très bon état,google,196.45,noir,5.0,64.0,12,Android,1080x1920,4G,2017,4.0,USB-C,Non,Non,Non,145
1434,Parfait état,google,169.0,noir,5.0,64.0,12,Android,1080x1920,4G,2017,4.0,USB-C,Non,Non,Non,145
1435,État correct,xiaomi,171.0,bleu subtil,6.3,32.0,48,Android,1080x2340,4G,2019,3.0,USB-C + Jack 3.5mm,Oui,Oui,Non,186
1436,État correct,samsung,173.0,noir,5.1,32.0,16,Android,1440x2560,4G,2015,3.0,micro USB + Jack 3.5mm,Non,Non,Non,132
1437,Très bon état,google,195.0,noir,6.0,64.0,12,Android,1080x2160,4G,2019,4.0,USB-C + Jack 3.5mm,Non,Non,Non,167
1438,Très bon état,samsung,219.24,blanc,5.5,32.0,12,Android,1440x2560,4G,2016,4.0,micro USB + Jack 3.5mm,Non,Oui,Non,157
1439,Parfait état,samsung,203.0,blanc,5.5,32.0,12,Android,1440x2560,4G,2016,4.0,micro USB + Jack 3.5mm,Non,Oui,Non,157
1440,État correct,apple,250.0,or,5.5,128.0,12,iOS,1080x1920,4G,2015,2.0,Lightning + Jack 3.5mm,Non,Non,Non,192
1441,Très bon état,samsung,280.0,noir,6.0,64.0,24,Android,1080x2220,4G,2018,4.0,micro USB + Jack 3.5mm,Oui,Oui,Non,168
1442,Parfait état,samsung,269.99,noir,6.0,64.0,24,Android,1080x2220,4G,2018,4.0,micro USB + Jack 3.5mm,Oui,Oui,Non,168
1443,Parfait état,xiaomi,279.0,noir,6.67,128.0,48,Android,1080x2400,4G,2021,6.0,USB-C + Jack 3.5mm,Oui,Oui,Non,215
1444,État correct,oneplus,318.0,amande,6.67,256.0,48,Android,1440x3120,4G,2019,8.0,USB-C,Oui,Oui,Non,206
1445,Très bon état,oneplus,332.0,amande,6.67,256.0,48,Android,1440x3120,4G,2019,8.0,USB-C,Oui,Oui,Non,206
1446,Parfait état,oneplus,750.0,amande,6.67,256.0,48,Android,1440x3120,4G,2019,8.0,USB-C,Oui,Oui,Non,206
1447,État correct,sony,329.0,rouge,6.1,128.0,12,Android,1080x2520,4G,2019,6.0,USB-C,Oui,Non,Non,164
1448,Très bon état,sony,342.0,rouge,6.1,128.0,12,Android,1080x2520,4G,2019,6.0,USB-C,Oui,Non,Non,164
1449,État correct,samsung,350.0,noir,6.1,128.0,16,Android,1440x3040,4G,2019,8.0,USB-C + Jack 3.5mm,Oui,Oui,Non,157
1450,Très bon état,samsung,343.0,noir,6.1,128.0,16,Android,1440x3040,4G,2019,8.0,USB-C + Jack 3.5mm,Oui,Oui,Non,157
1451,Parfait état,samsung,364.0,noir,6.1,128.0,16,Android,1440x3040,4G,2019,8.0,USB-C + Jack 3.5mm,Oui,Oui,Non,157
1452,État correct,huawei,363.0,bleu,6.4,128.0,40,Android,1080x2340,4G,2019,6.0,USB-C,Oui,Oui,Non,192
1453,État correct,samsung,369.0,blanc prisme,6.4,128.0,16,Android,1440x3040,4G,2019,8.0,USB-C + Jack 3.5mm,Oui,Non,Non,175
1454,Très bon état,samsung,420.0,blanc prisme,6.4,128.0,16,Android,1440x3040,4G,2019,8.0,USB-C + Jack 3.5mm,Oui,Non,Non,175
1455,Parfait état,samsung,435.0,blanc prisme,6.4,128.0,16,Android,1440x3040,4G,2019,8.0,USB-C + Jack 3.5mm,Oui,Non,Non,175
1456,État correct,samsung,379.0,blanc,6.5,128.0,48,Android,1080x2400,4G,2019,6.0,USB-C + Jack 3.5mm,Non,Oui,Non,172
1457,État correct,huawei,399.0,bleu aurore,6.47,128.0,40,Android,1080x2340,4G,2019,8.0,USB-C,Non,Oui,Non,192
1458,État correct,huawei,379.0,orange,6.4,128.0,40,Android,1080x2340,4G,2019,8.0,USB-C,Oui,Oui,Non,192
1459,Très bon état,huawei,417.0,orange,6.4,128.0,40,Android,1080x2340,4G,2019,8.0,USB-C,Oui,Oui,Non,192
1460,Parfait état,samsung,479.0,argent stellaire,6.8,256.0,12,Android,1440x3040,4G,2019,12.0,USB-C,Non,Oui,Non,196
1461,État correct,samsung,492.0,bleu,6.2,128.0,64,Android,1440x3200,5G,2020,12.0,USB-C,Oui,Oui,Non,163
1462,Très bon état,samsung,514.0,bleu,6.2,128.0,64,Android,1440x3200,5G,2020,12.0,USB-C,Oui,Oui,Non,163
1463,Parfait état,samsung,559.0,bleu,6.2,128.0,64,Android,1440x3200,5G,2020,12.0,USB-C,Oui,Oui,Non,163
1464,État correct,xiaomi,599.99,gris,6.81,128.0,108,Android,1440x3200,5G,2021,8.0,USB-C,Oui,Non,Non,196
1465,Très bon état,xiaomi,529.0,gris,6.81,128.0,108,Android,1440x3200,5G,2021,8.0,USB-C,Oui,Non,Non,196
1466,Parfait état,xiaomi,549.0,gris,6.81,128.0,108,Android,1440x3200,5G,2021,8.0,USB-C,Oui,Non,Non,196
1467,Très bon état,sony,621.0,mauve,6.5,256.0,12,Android,1644x3840,5G,2020,8.0,USB-C + Jack 3.5mm,Non,Oui,Non,186
1468,État correct,samsung,706.44,midgnight black,6.7,128.0,64,Android,1080x2400,5G,2021,8.0,USB-C,Oui,Non,Non,200
1469,Très bon état,samsung,741.24,midgnight black,6.7,128.0,64,Android,1080x2400,5G,2021,8.0,USB-C,Oui,Non,Non,200
1470,Parfait état,samsung,779.0,midgnight black,6.7,128.0,64,Android,1080x2400,5G,2021,8.0,USB-C,Oui,Non,Non,200
1471,Parfait état,samsung,160.79,noir,7.3,512.0,13,Android,1536x2152,4G,2019,12.0,USB-C,Non,Non,Oui,263
1472,État correct,samsung,69.0,blanc,5.0,8.0,8,Android,720x1280,4G,2016,2.0,micro USB + Jack 3.5mm,Non,Oui,Non,138
1473,Parfait état,samsung,106.45,blanc,5.0,8.0,8,Android,720x1280,4G,2016,2.0,micro USB + Jack 3.5mm,Non,Oui,Non,138
1474,Très bon état,samsung,96.0,bleu,5.0,16.0,13,Android,720x1280,4G,2017,2.0,micro USB + Jack 3.5mm,Oui,Oui,Non,142
1475,Parfait état,samsung,129.0,bleu,5.3,16.0,8,Android,720x1480,4G,2020,1.0,micro USB + Jack 3.5mm,Oui,Oui,Non,150
1476,Très bon état,xiaomi,134.0,noir,6.53,32.0,13,Android,720x1600,4G,2020,2.0,micro USB + Jack 3.5mm,Oui,Oui,Non,194
1477,Parfait état,xiaomi,138.0,noir,6.53,32.0,13,Android,720x1600,4G,2020,2.0,micro USB + Jack 3.5mm,Oui,Oui,Non,194
1478,État correct,motorola,139.0,noir,6.4,64.0,16,Android,1080x2300,4G,2020,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,197
1479,Très bon état,motorola,149.0,noir,6.4,64.0,16,Android,1080x2300,4G,2020,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,197
1480,État correct,samsung,163.0,rose,5.2,32.0,16,Android,1080x1920,4G,2017,3.0,USB-C + Jack 3.5mm,Non,Oui,Non,157
1481,État correct,sony,189.9,argent,5.0,32.0,23,Android,1080x1920,4G,2018,3.0,USB-C + Jack 3.5mm,Non,Oui,Non,171
1482,Parfait état,sony,259.9,argent,5.0,32.0,23,Android,1080x1920,4G,2018,3.0,USB-C + Jack 3.5mm,Non,Oui,Non,171
1483,Très bon état,realme,190.0,noir,6.4,64.0,64,Android,1080x2400,5G,2021,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,177
1484,Parfait état,realme,218.0,noir,6.4,64.0,64,Android,1080x2400,5G,2021,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,177
1485,État correct,samsung,135.0,blanc,4.5,16.0,8,Android,540x960,4G,2015,15.0,micro USB + Jack 3.5mm,Non,Oui,Non,120
1486,Parfait état,samsung,208.79,blanc,4.5,16.0,8,Android,540x960,4G,2015,15.0,micro USB + Jack 3.5mm,Non,Oui,Non,120
1487,Très bon état,xiaomi,229.0,noir,6.53,64.0,64,Android,1080x2340,4G,2019,6.0,USB-C + Jack 3.5mm,Oui,Oui,Non,200
1488,État correct,oppo,230.0,noir/bleu,6.5,128.0,48,Android,1080x2340,4G,2019,8.0,USB-C + Jack 3.5mm,Non,Oui,Non,195
1489,Parfait état,xiaomi,245.9,bleu,6.5,128.0,48,Android,1080x2400,5G,2021,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,190
1490,Parfait état,samsung,269.0,vert,6.4,64.0,48,Android,720x1600,4G,2021,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,186
1491,Parfait état,oppo,299.0,blanc,6.53,128.0,48,Android,1080x2340,3G,2019,8.0,USB-C + Jack 3.5mm,Oui,Oui,Non,195
1492,Parfait état,samsung,339.0,blanc,5.8,128.0,12,Android,1080x2280,4G,2019,6.0,USB-C + Jack 3.5mm,Non,Oui,Non,150
1493,État correct,huawei,375.0,bleu aurore,6.47,128.0,40,Android,1080x2340,4G,2019,8.0,USB-C,Oui,Oui,Non,192
1494,Parfait état,huawei,560.79,bleu aurore,6.47,128.0,40,Android,1080x2340,4G,2019,8.0,USB-C,Oui,Oui,Non,192
1495,État correct,xiaomi,434.0,gris,6.67,256.0,108,Android,1080x2340,5G,2020,8.0,USB-C,Oui,Non,Non,208
1496,Très bon état,xiaomi,499.0,gris,6.67,256.0,108,Android,1080x2340,5G,2020,8.0,USB-C,Oui,Non,Non,208
1497,État correct,huawei,459.0,or,6.58,256.0,50,Android,1200x2640,5G,2020,8.0,USB-C,Oui,Oui,Non,209
1498,Parfait état,huawei,494.0,blanc,6.47,128.0,40,Android,1080x2340,4G,2019,6.0,USB-C,Non,Oui,Non,192
1499,État correct,samsung,650.0,gris,6.2,128.0,64,Android,1080x2400,5G,2021,8.0,USB-C + Jack 3.5mm,Oui,Non,Non,169
1500,Très bon état,samsung,635.0,gris,6.2,128.0,64,Android,1080x2400,5G,2021,8.0,USB-C + Jack 3.5mm,Oui,Non,Non,169
1501,Parfait état,samsung,664.0,gris,6.2,128.0,64,Android,1080x2400,5G,2021,8.0,USB-C + Jack 3.5mm,Oui,Non,Non,169
1502,État correct,samsung,651.0,argent stellaire,6.8,512.0,12,Android,1440x3040,5G,2019,12.0,USB-C,Oui,Oui,Non,490
1503,État correct,apple,850.0,vert,6.1,256.0,12,iOS,1170x2532,5G,2020,4.0,Lightning,Non,Non,Non,164
1504,Parfait état,apple,880.0,vert,6.1,256.0,12,iOS,1170x2532,5G,2020,4.0,Lightning,Non,Non,Non,164
1505,Très bon état,samsung,150.0,argent,6.8,256.0,108,Android,1440x3200,5G,2021,12.0,USB-C,Oui,Non,Non,227
1506,Parfait état,samsung,135.64,argent,6.8,256.0,108,Android,1440x3200,5G,2021,12.0,USB-C,Oui,Non,Non,227
1507,État correct,sony,86.0,blanc,4.7,8.0,5,Android,540x960,4G,2015,1.0,micro USB + Jack 3.5mm,Non,Oui,Non,135
1508,Très bon état,sony,69.0,blanc,4.7,8.0,5,Android,540x960,4G,2015,1.0,micro USB + Jack 3.5mm,Non,Oui,Non,135
1509,Parfait état,sony,79.0,blanc,4.7,8.0,5,Android,540x960,4G,2015,1.0,micro USB + Jack 3.5mm,Non,Oui,Non,135
1510,État correct,sony,72.0,or,5.0,32.0,23,Android,720x1280,4G,2017,3.0,USB-C + Jack 3.5mm,Non,Oui,Non,143
1511,Très bon état,sony,136.45,or,5.0,32.0,23,Android,720x1280,4G,2017,3.0,USB-C + Jack 3.5mm,Non,Oui,Non,143
1512,État correct,sony,87.0,argent,5.2,32.0,23,Android,1080x1920,4G,2016,3.0,USB-C + Jack 3.5mm,Non,Oui,Non,161
1513,Parfait état,sony,196.45,argent,5.2,32.0,23,Android,1080x1920,4G,2016,3.0,USB-C + Jack 3.5mm,Non,Oui,Non,161
1514,État correct,samsung,87.0,gris,4.5,8.0,5,Android,480x800,4G,2016,1.5,micro USB + Jack 3.5mm,Non,Oui,Non,154
1515,État correct,sony,91.0,blanc,5.0,16.0,13,Android,720x1280,4G,2016,15.0,micro USB + Jack 3.5mm,Non,Oui,Non,147
1516,Très bon état,sony,96.45,blanc,5.0,16.0,13,Android,720x1280,4G,2016,15.0,micro USB + Jack 3.5mm,Non,Oui,Non,147
1517,Parfait état,sony,118.0,blanc,5.0,16.0,13,Android,720x1280,4G,2016,15.0,micro USB + Jack 3.5mm,Non,Oui,Non,147
1518,État correct,motorola,134.0,noir,5.7,32.0,13,Android,720x1512,4G,2019,2.0,USB-C + Jack 3.5mm,Non,Oui,Non,149
1519,Très bon état,motorola,138.0,noir,5.7,32.0,13,Android,720x1512,4G,2019,2.0,USB-C + Jack 3.5mm,Non,Oui,Non,149
1520,Parfait état,motorola,149.0,noir,5.7,32.0,13,Android,720x1512,4G,2019,2.0,USB-C + Jack 3.5mm,Non,Oui,Non,149
1521,Très bon état,samsung,141.82,noir,5.2,32.0,16,Android,1080x1920,4G,2017,3.0,USB-C + Jack 3.5mm,Oui,Oui,Non,157
1522,Parfait état,samsung,159.0,or (sunrise gold),5.2,16.0,13,Android,720x1280,4G,2017,3.0,micro USB + Jack 3.5mm,Non,Oui,Non,150
1523,Très bon état,huawei,233.0,bleu,6.1,128.0,12,Android,1080x2244,4G,2018,4.0,micro USB + Jack 3.5mm,Oui,Non,Non,180
1524,Parfait état,huawei,315.0,bleu,6.1,128.0,12,Android,1080x2244,4G,2018,4.0,micro USB + Jack 3.5mm,Oui,Non,Non,180
1525,État correct,apple,160.0,or rose,5.5,32.0,12,iOS,1080x1920,4G,2015,2.0,Lightning + Jack 3.5mm,Non,Non,Non,192
1526,État correct,sony,72.0,blanc,5.0,16.0,13,Android,720x1280,4G,2016,15.0,micro USB + Jack 3.5mm,Non,Oui,Non,147
1527,État correct,huawei,199.0,bleu,6.3,64.0,20,Android,1080x2340,4G,2018,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,172
1528,Très bon état,huawei,208.0,bleu,6.3,64.0,20,Android,1080x2340,4G,2018,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,172
1529,Parfait état,huawei,164.0,bleu,6.3,64.0,20,Android,1080x2340,4G,2018,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,172
1530,État correct,caterpillar,166.0,noir,4.5,8.0,5,Android,480x854,4G,2015,1.0,micro USB + Jack 3.5mm,Oui,Oui,Non,418
1531,Très bon état,caterpillar,187.0,noir,4.5,8.0,5,Android,480x854,4G,2015,1.0,micro USB + Jack 3.5mm,Oui,Oui,Non,418
1532,État correct,samsung,174.0,or,5.5,32.0,12,Android,1440x2560,4G,2016,4.0,micro USB + Jack 3.5mm,Non,Oui,Non,157
1533,Parfait état,samsung,188.0,bleu,5.2,32.0,16,Android,1080x1920,4G,2017,3.0,USB-C + Jack 3.5mm,Non,Oui,Non,157
1534,État correct,huawei,189.0,twilight,5.8,128.0,12,Android,1080x2244,4G,2018,4.0,USB-C,Oui,Non,Non,165
1535,État correct,huawei,190.7,bleu aurore,6.39,64.0,48,Huawei Mobile Services,720x1560,4G,2020,4.0,micro USB + Jack 3.5mm,Oui,Oui,Non,176
1536,Parfait état,xiaomi,199.0,noir,5.99,128.0,24,Android,1080x2160,4G,2018,6.0,USB-C,Oui,Non,Non,191
1537,Parfait état,huawei,199.0,noir,5.0,64.0,13,Android,1080x2160,4G,2017,4.0,micro USB + Jack 3.5mm,Oui,Oui,Non,164
1538,État correct,samsung,199.0,argent,5.5,32.0,12,Android,1440x2560,4G,2016,4.0,micro USB + Jack 3.5mm,Non,Oui,Non,157
1539,Très bon état,samsung,219.0,argent,5.5,32.0,12,Android,1440x2560,4G,2016,4.0,micro USB + Jack 3.5mm,Non,Oui,Non,157
1540,Parfait état,samsung,224.0,argent,5.5,32.0,12,Android,1440x2560,4G,2016,4.0,micro USB + Jack 3.5mm,Non,Oui,Non,157
1541,Parfait état,crosscall,219.0,noir/rouge,4.5,16.0,8,Android,480x854,4G,2016,2.0,micro USB + Jack 3.5mm,Non,Oui,Non,220
1542,État correct,samsung,244.0,bleu,6.4,64.0,25,Android,1080x2340,4G,2019,6.0,USB-C + Jack 3.5mm,Non,Oui,Non,166
1543,Parfait état,samsung,269.0,rouge,5.8,64.0,12,Android,1440x2960,4G,2018,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,163
1544,Très bon état,xiaomi,269.0,mauve,6.53,128.0,48,Android,1080x2340,5G,2021,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,199
1545,Parfait état,huawei,275.0,argent,5.1,64.0,20,Android,1080x1920,4G,2017,4.0,USB-C + Jack 3.5mm,Non,Oui,Non,145
1546,État correct,huawei,279.0,twilight,5.8,128.0,12,Android,1080x2240,4G,2018,4.0,USB-C,Non,Non,Non,165
1547,État correct,xiaomi,286.0,bleu subtil,6.4,128.0,48,Android,1080x2340,4G,2019,8.0,USB-C,Oui,Non,Non,173
1548,Parfait état,xiaomi,299.0,bleu subtil,6.4,128.0,48,Android,1080x2340,4G,2019,8.0,USB-C,Oui,Non,Non,173
1549,État correct,sony,299.99,noir,6.0,128.0,12,Android,1080x2520,4G,2020,4.0,USB-C + Jack 3.5mm,Non,Oui,Non,151
1550,État correct,samsung,300.0,jaune,5.0,128.0,16,Android,1080x2280,4G,2019,6.0,USB-C + Jack 3.5mm,Oui,Oui,Non,150
1551,Très bon état,samsung,349.0,jaune,5.0,128.0,16,Android,1080x2280,4G,2019,6.0,USB-C + Jack 3.5mm,Oui,Oui,Non,150
